Lbl,Asset Bundle,Asset Type,Default
MX_140_Sticker_PurplePresent,raw-moxie-customization,MoxieCustomization,True
MX_140_Sticker_PurpleSpot,raw-moxie-customization,MoxieCustomization,True
MX_140_Sticker_RainCloud,raw-moxie-customization,MoxieCustomization,True
MX_140_Sticker_RainbowClouds,raw-moxie-customization,MoxieCustomization,True
MX_140_Sticker_RedBicycle,raw-moxie-customization,MoxieCustomization,True
MX_140_Sticker_RedCar,raw-moxie-customization,MoxieCustomization,True
MX_140_Sticker_RedDragon,raw-moxie-customization,MoxieCustomization,True
MX_140_Sticker_RedLeaf,raw-moxie-customization,MoxieCustomization,True
MX_140_Sticker_RedLollipop,raw-moxie-customization,MoxieCustomization,True
MX_140_Sticker_RedParrot,raw-moxie-customization,MoxieCustomization,True
MX_140_Sticker_RedPepper,raw-moxie-customization,MoxieCustomization,True
MX_140_Sticker_RedRocket,raw-moxie-customization,MoxieCustomization,True
MX_140_Sticker_RedSpot,raw-moxie-customization,MoxieCustomization,True
MX_140_Sticker_RedWagon,raw-moxie-customization,MoxieCustomization,True
MX_140_Sticker_RingedPlanet,raw-moxie-customization,MoxieCustomization,True
MX_140_Sticker_RobotHead,raw-moxie-customization,MoxieCustomization,True
MX_140_Sticker_RonNeutral,raw-moxie-customization,MoxieCustomization,True
MX_140_Sticker_RoundTire,raw-moxie-customization,MoxieCustomization,True
MX_140_Sticker_SadBunny,raw-moxie-customization,MoxieCustomization,True
MX_140_Sticker_SadEmoji,raw-moxie-customization,MoxieCustomization,True
MX_140_Sticker_SadRain,raw-moxie-customization,MoxieCustomization,True
MX_140_Sticker_SadSloth,raw-moxie-customization,MoxieCustomization,True
MX_140_Sticker_SailBoatFloating,raw-moxie-customization,MoxieCustomization,True
MX_140_Sticker_SailingShip,raw-moxie-customization,MoxieCustomization,True
MX_140_Sticker_SchoolHouse,raw-moxie-customization,MoxieCustomization,True
MX_140_Sticker_Screw,raw-moxie-customization,MoxieCustomization,True
MX_140_Sticker_SilverSpot,raw-moxie-customization,MoxieCustomization,True
MX_140_Sticker_SimpleGear,raw-moxie-customization,MoxieCustomization,True
MX_140_Sticker_Snowflake,raw-moxie-customization,MoxieCustomization,True
MX_140_Sticker_SnowyMountains,raw-moxie-customization,MoxieCustomization,True
MX_140_Sticker_Soccerball,raw-moxie-customization,MoxieCustomization,True
MX_140_Sticker_SteamTrain,raw-moxie-customization,MoxieCustomization,True
MX_140_Sticker_SteveHappy,raw-moxie-customization,MoxieCustomization,True
MX_140_Sticker_Strawberry,raw-moxie-customization,MoxieCustomization,True
MX_140_Sticker_StripedTiger,raw-moxie-customization,MoxieCustomization,True
MX_140_Sticker_Sun,raw-moxie-customization,MoxieCustomization,True
MX_140_Sticker_SunrisePark,raw-moxie-customization,MoxieCustomization,True
MX_140_Sticker_SwissCheese,raw-moxie-customization,MoxieCustomization,True
MX_140_Sticker_TRexDino,raw-moxie-customization,MoxieCustomization,True
MX_140_Sticker_TiredTurtle,raw-moxie-customization,MoxieCustomization,True
MX_140_Sticker_ToastedBread,raw-moxie-customization,MoxieCustomization,True
MX_140_Sticker_ToyTales,raw-moxie-customization,MoxieCustomization,True
MX_140_Sticker_TrafficCone,raw-moxie-customization,MoxieCustomization,True
MX_140_Sticker_TreasureMap,raw-moxie-customization,MoxieCustomization,True
MX_140_Sticker_TreeBook,raw-moxie-customization,MoxieCustomization,True
MX_140_Sticker_TreeDrawing,raw-moxie-customization,MoxieCustomization,True
MX_140_Sticker_TuringHappy,raw-moxie-customization,MoxieCustomization,True
MX_140_Sticker_TwoGreenLeaves,raw-moxie-customization,MoxieCustomization,True
MX_140_Sticker_WalkingLion,raw-moxie-customization,MoxieCustomization,True
MX_140_Sticker_WhiteDog,raw-moxie-customization,MoxieCustomization,True
MX_140_Sticker_WhiteFlower,raw-moxie-customization,MoxieCustomization,True
MX_140_Sticker_WhiteSheep,raw-moxie-customization,MoxieCustomization,True
MX_140_Sticker_WildWorkout,raw-moxie-customization,MoxieCustomization,True
MX_140_Sticker_Window,raw-moxie-customization,MoxieCustomization,True
MX_140_Sticker_WoodenChair,raw-moxie-customization,MoxieCustomization,True
MX_140_Sticker_WoodyBeaver,raw-moxie-customization,MoxieCustomization,True
MX_140_Sticker_WritingBook,raw-moxie-customization,MoxieCustomization,True
MX_140_Sticker_YellowBalloon,raw-moxie-customization,MoxieCustomization,True
MX_140_Sticker_YellowBanana,raw-moxie-customization,MoxieCustomization,True
MX_140_Sticker_YellowLemon,raw-moxie-customization,MoxieCustomization,True
MX_140_Sticker_YellowSponge,raw-moxie-customization,MoxieCustomization,True
MX_140_Sticker_YellowSpot,raw-moxie-customization,MoxieCustomization,True
MX_140_Sticker_ZarconaHappy,raw-moxie-customization,MoxieCustomization,True
MX_140_Sticker_ZaygoHappy,raw-moxie-customization,MoxieCustomization,True
MX_030_Eye_Designs_BlueCircuits_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_030_Eye_Designs_BlueClouds_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_030_Eye_Designs_GoldStars_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_030_Eye_Designs_PurpleGears_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_030_Eye_Designs_RedHearts_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_040_Face_Designs_Candies_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_040_Face_Designs_Flowers01_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_040_Face_Designs_Hearts_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_040_Face_Designs_Leaves_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_040_Face_Designs_Stars_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_050_Eyelid_Designs_GreenEyeShadow_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_050_Eyelid_Designs_PurpleEyeShadow_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_050_Eyelid_Designs_RainbowStars_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_050_Eyelid_Designs_RedEyeShadow_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_050_Eyelid_Designs_SmokeyLashes_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_060_Mouth_BlackFull_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_060_Mouth_DarkRedMedium_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_060_Mouth_PinkPointy_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_060_Mouth_PurpleFull_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_060_Mouth_RedMedium_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_070_Extras_ClearBandaid_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_070_Extras_LightningScar_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_070_Extras_RightEyeScar_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_070_Extras_RightEyeStitches_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_070_Extras_SquareBandaid_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_080_Head_Hair_BlackBob_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_080_Head_Hair_BlackCenter_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_080_Head_Hair_OrangeSwirl_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_080_Head_Hair_PinkShag_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_080_Head_Hair_RedShag_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_090_Facial_Hair_BlackAngled_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_090_Facial_Hair_BlackDali_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_090_Facial_Hair_BrownHandlebar_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_090_Facial_Hair_OrangeBatWing_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_090_Facial_Hair_YellowUpturn_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_100_Brows_BrownCut_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_100_Brows_GreyShort_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_100_Brows_Purple_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_100_Brows_WhiteBushy_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_100_Brows_YellowThin_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_110_Masks_Fairy_mask_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_110_Masks_Frankenstein_Mask_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_110_Masks_Mummy_Mask_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_110_Masks_Pi_rat_mask_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_110_Masks_Super_Hero_mask_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_120_Glasses_BlueHeart_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_120_Glasses_BlueSmallRound_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_120_Glasses_GoldHalfRound_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_120_Glasses_RedCat_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_120_Glasses_RoundWhiteDot_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_130_Nose_Cat_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_130_Nose_Clown_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_130_Nose_Dog_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_130_Nose_Human01_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_130_Nose_Pig_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_AlarmClock_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_AngryBreathing_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_AngryEmoji_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_AnimalBreathing_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_AnxiousEmoji_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_Baseball_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_Battery_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_BeagleDog_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_BigHeart_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_Binoculars_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_BlackBear_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_BlackSpot_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_BlueDie_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_BlueEyes_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_BlueJay_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_BlueRooster_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_BlueSpot_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_BlueTangFish_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_BookRobot_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_BrownBear_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_BrownBunny_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_BrownCrayon_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_BrownDogWhiteSpot_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_BrownOwl_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_BrownSnake_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_BrownSpot_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_BuildingMaterials_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_BulletTrain_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_BunchOfBalloons_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_CalmBreathing_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_CapriceHappy_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_ChattyCat_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_CheckMark_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_CheetahCub_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_CheetahHead_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_CheezitCracker_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_Chinchilla_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_ChocolateCake_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_ChocolateChipCookie_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_ChocolateCupcake_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_ChristmasTree_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_ClosedTreasure_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_CoconutHalf_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_CoiledSnake_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_CoinBack_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_CoinFront_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_ComedyTragedy_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_Conversation_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_Cranberries_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_CrescentMoon_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_CruncherHappy_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_DeVegaHappy_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_DetectiveDog_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_DonkeyHead_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_DriverRiderAstronaut_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_ElectricSheep_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_EnergyBreathing_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_EyeSpyNeutral_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_FarfelHappy_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_FastRabbit_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_FemaleDoctor_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
MX_140_Sticker_FlyingBee_icon,raw-moxie-customization-preview,raw-moxie-customization-preview,True
