Lbl,Asset Bundle,Asset Type,Default
Ex_AfSa_Giraffe_Stretch_Bend_02,exercise,Icon,True
Ex_AfSa_Giraffe_Stretch_Bend_03,exercise,Icon,True
Ex_AnEx_Penguin_Waddle_01,exercise,Icon,True
Ex_AnEx_Penguin_Waddle_02,exercise,Icon,True
Ex_AnEx_Penguin_Waddle_03,exercise,Icon,True
Ex_AnEx_Penguin_Waddle_04,exercise,Icon,True
Ex_AnEx_Seal_Trunk_Lift_01,exercise,Icon,True
Ex_AnEx_Seal_Trunk_Lift_02,exercise,Icon,True
Ex_AnEx_Skier_Ski_01,exercise,Icon,True
Ex_AnEx_Skier_Ski_02,exercise,Icon,True
Ex_AnEx_Skier_Ski_03,exercise,Icon,True
Ex_AnEx_Skier_Ski_04,exercise,Icon,True
Ex_AnEx_Skier_Ski_05,exercise,Icon,True
Ex_AnEx_Skier_Ski_Fast_01,exercise,Icon,True
Ex_AnEx_Skier_Ski_Fast_02,exercise,Icon,True
Ex_AnEx_Skier_Ski_Jump_01,exercise,Icon,True
Ex_AnEx_Skier_Ski_Jump_02,exercise,Icon,True
Ex_AnEx_Skier_Ski_Jump_03,exercise,Icon,True
Ex_AnEx_Skier_Ski_Jump_04,exercise,Icon,True
Ex_AnEx_Skier_Ski_Jump_05,exercise,Icon,True
Ex_AnEx_Skier_Ski_Jump_06,exercise,Icon,True
Ex_AnEx_Skier_Ski_Jump_07,exercise,Icon,True
Ex_Fo_Bear_Crawl_01,exercise,Icon,True
Ex_Fo_Bear_Crawl_02,exercise,Icon,True
Ex_Fo_Bear_Crawl_03,exercise,Icon,True
Ex_Fo_Bear_Crawl_04,exercise,Icon,True
Ex_Fo_Fox_Hide_01,exercise,Icon,True
Ex_Fo_Fox_Hide_02,exercise,Icon,True
Ex_Fo_Fox_Hide_03,exercise,Icon,True
Ex_Fo_Fox_Sneak_01,exercise,Icon,True
Ex_Fo_Fox_Sneak_02,exercise,Icon,True
Ex_Fo_Fox_Sneak_03,exercise,Icon,True
Ex_Fo_Fox_Sneak_04,exercise,Icon,True
Ex_Fo_Fox_Sneak_05,exercise,Icon,True
Ex_Fo_Fox_Sneak_06,exercise,Icon,True
Flamingo_Balance,exercise,Icon,True
Fox_Hide,exercise,Icon,True
Fox_Sneak,exercise,Icon,True
Giraffe_Bend,exercise,Icon,True
Giraffe_Streach,exercise,Icon,True
Penguin_Waddle,exercise,Icon,True
Seal_Trunk_Lift,exercise,Icon,True
Skier_Jump,exercise,Icon,True
Skier_Ski,exercise,Icon,True
Skier_Ski_Fast,exercise,Icon,True
Snail_Childs_Pose,exercise,Icon,True
Wilderness_workout_icon,exercise,Icon,True
Zebra_Gallop,exercise,Icon,True
exercise_bear_beehive_01,exercise,Audio,True
exercise_bear_walk_loop_01,exercise,Audio,True
exercise_coldwinds_gust_01,exercise,Audio,True
exercise_coldwinds_gust_02,exercise,Audio,True
exercise_coldwinds_sequence_01,exercise,Audio,True
exercise_coldwinds_sequence_02,exercise,Audio,True
exercise_coldwinds_sequence_03,exercise,Audio,True
exercise_coldwinds_sequence_04,exercise,Audio,True
exercise_flamingo_call_01,exercise,Audio,True
exercise_flamingo_call_02,exercise,Audio,True
exercise_flamingo_call_03,exercise,Audio,True
exercise_fox_hide_01,exercise,Audio,True
exercise_fox_sneakwalk_loop_03,exercise,Audio,True
exercise_giraffe_eatleaves_01,exercise,Audio,True
exercise_giraffe_eatleaves_02,exercise,Audio,True
exercise_seal_bark_sequence_02,exercise,Audio,True
exercise_seal_bark_sequence_04,exercise,Audio,True
exercise_skiing_01_swing_01,exercise,Audio,True
exercise_skiing_01_swing_02,exercise,Audio,True
exercise_skiing_02_digging_01,exercise,Audio,True
exercise_skiing_03_jumping_02,exercise,Audio,True
exercise_zebra_gallop_loop_01,exercise,Audio,True
sfxgen_ambient_citysounds_noloop_01,exercise,Audio,True
sfxgen_ambient_citysounds_noloop_02,exercise,Audio,True
sfxgen_child_gross_ick_01,exercise,Audio,True
sfxgen_child_gross_yuck_01,exercise,Audio,True
sfxgen_dog_bark_02_01,exercise,Audio,True
sfxgen_dog_bark_02_02,exercise,Audio,True
sfxgen_dog_bark_03_03,exercise,Audio,True
sfxgen_dog_playinwater_01,exercise,Audio,True
sfxgen_dog_shakedry_02,exercise,Audio,True
sfxgen_dolphin_jumpwater_01,exercise,Audio,True
sfxgen_door_bellchime_01,exercise,Audio,True
sfxgen_door_openbell_01,exercise,Audio,True
sfxgen_door_openbell_02,exercise,Audio,True
sfxgen_door_openbell_03,exercise,Audio,True
sfxgen_knitting_02,exercise,Audio,True
sfxgen_knitting_05,exercise,Audio,True
sfxgen_noodle_pileonplate_01,exercise,Audio,True
sfxgen_noodle_pileonplate_02,exercise,Audio,True
sfxgen_parade_amb_01_05sec_01,exercise,Audio,True
sfxgen_pigeon_call_soft_01,exercise,Audio,True
sfxgen_pigeon_call_soft_02,exercise,Audio,True
sfxgen_pigeon_eat_02,exercise,Audio,True
sfxgen_pigeon_flying_02,exercise,Audio,True
sfxgen_restaurant_amb_noloop_02,exercise,Audio,True
sfxgen_soup_pour_01,exercise,Audio,True
sfxgen_underwater_bubbling_noloop_01,exercise,Audio,True
sfxgen_underwater_bubbling_noloop_02,exercise,Audio,True
sfxgen_underwater_bubbling_noloop_03,exercise,Audio,True
Feeling_Mad_01_Zaygo_Jump,feeling-mad,Icon,True
Feeling_Mad_02_Karu_Basket,feeling-mad,Icon,True
Feeling_Mad_03_Broken_Shell,feeling-mad,Icon,True
Feeling_Mad_04_Karu_Mad,feeling-mad,Icon,True
Feeling_Mad_05_Z,feeling-mad,Icon,True
Feeling_Mad_06_Karu_Turtle,feeling-mad,Icon,True
Feeling_Mad_07_Zaygo_Tired,feeling-mad,Icon,True
FTUE_Coquettish_icon,ftue,Icon,True
FTUE_Done_icon,ftue,Icon,True
FTUE_EarmuffsBody_icon,ftue,Icon,True
FTUE_Earmuffs_icon,ftue,Icon,True
FTUE_Eye_Line_icon,ftue,Icon,True
FTUE_Listening_icon,ftue,Icon,True
FTUE_Megaphone_icon,ftue,Icon,True
FTUE_No_Audio_icon,ftue,Icon,True
FTUE_Rewind_icon,ftue,Icon,True
FTUE_Sleeping_icon,ftue,Icon,True
FTUE_Waking_icon,ftue,Icon,True
FTUE_Whisper_icon,ftue,Icon,True
Moxie_Knox_icon,ftue,Icon,True
SC_commandTut_success,ftue,Audio,True
musftuebongos_stinger_1,ftue,Audio,True
musftuecompletealltutorials_stinger_1,ftue,Audio,True
musftuecompletetutorial_stinger_1,ftue,Audio,True
musftuedrumlineloop,ftue,Audio,True
musftueentertutorialmodule_stinger_1,ftue,Audio,True
musftuenewrobotmentor_stinger_1,ftue,Audio,True
musftuesystemcheck,ftue,Audio,True
musftuesystemcheck_02,ftue,Audio,True
sfx_interaction_scale_1,ftue,Audio,True
sfx_interaction_scale_2,ftue,Audio,True
sfx_interaction_scale_3,ftue,Audio,True
sfx_interaction_scale_4,ftue,Audio,True
sfx_interaction_scale_5,ftue,Audio,True
sfx_interaction_scale_6,ftue,Audio,True
sfx_interaction_scale_7,ftue,Audio,True
sfx_interaction_scale_8,ftue,Audio,True
sfx_moxie_dance_moves,ftue,Audio,True
sfx_successful_command_1,ftue,Audio,True
sfx_successful_command_2,ftue,Audio,True
sfx_waiting_response_1,ftue,Audio,True
010_digital_zoom_out,general,Audio,True
183881__deleted-user-2731495__elementary-wave,general,Audio,True
191718__adriann__drumroll,general,Audio,True
SC_bangleOff,general,Audio,True
SC_bangleOn,general,Audio,True
SC_bubbleIn,general,Audio,True
SC_bubbleOut,general,Audio,True
SC_confirm,general,Audio,True
SC_iconAppear_GRL,general,Audio,True
SC_iconDisappear_GRL,general,Audio,True
SC_laughTrack,general,Audio,True
agnry_lion,general,Icon,True
ahHa,general,RobotVocalGesture,True
ahh_eureka_long,general,RobotVocalGesture,True
ahh_negative,general,RobotVocalGesture,True
ahh_positive,general,RobotVocalGesture,True
argh,general,RobotVocalGesture,True
audience_clapping_hall_01_crop1_stereo,general,Audio,True
aww_negative,general,RobotVocalGesture,True
baseball,general,Icon,True
bicycle,general,Icon,True
birthday,general,Icon,True
black_bear,general,Icon,True
breatheIn,general,RobotVocalGesture,True
breatheIn_sharp,general,RobotVocalGesture,True
cake_icon,general,Icon,True
caprice,general,Icon,True
caprice_violin_icon,general,Icon,True
clearThroat,general,RobotVocalGesture,True
cloud_icon,general,Icon,True
cough,general,RobotVocalGesture,True
cruncher,general,Icon,True
cruncher_trombone_icon,general,Icon,True
day_in_history,general,Icon,True
devega,general,Icon,True
discomfort_short,general,RobotVocalGesture,True
donkey,general,Icon,True
electric_sheep,general,Icon,True
eyespy,general,Icon,True
farfel,general,Icon,True
farfel_oboe_icon,general,Icon,True
farfel_v_professor,general,Icon,True
footsteps_trainers_wood_boards_walk_x8_loop_mono,general,Audio,True
fun_facts,general,Icon,True
gasp_2,general,Audio,True
gasp_long,general,RobotVocalGesture,True
gasp_short,general,RobotVocalGesture,True
generalcalendar,general,Icon,True
grl_logo,general,Icon,True
grl_logo_coin,general,Icon,True
grl_logo_color,general,Icon,True
grunt_3,general,Audio,True
h_show_icon,general,Icon,True
hah,general,RobotVocalGesture,True
haha_sarcastic,general,RobotVocalGesture,True
happy_dog,general,Icon,True
happy_snake,general,Icon,True
happy_sun,general,Icon,True
happy_sun_icon,general,Icon,True
hmm_comforted_sustained_6,general,Audio,True
hmm_confused,general,RobotVocalGesture,True
hmm_thinking,general,RobotVocalGesture,True
hmm_thinking_2,general,Audio,True
hmm_thinking_5,general,Audio,True
hmm_yes,general,RobotVocalGesture,True
huh_confused,general,RobotVocalGesture,True
huh_placeholder,general,RobotVocalGesture,True
huh_placeholder_12,general,Audio,True
huh_placeholder_3,general,Audio,True
huh_placeholder_4,general,Audio,True
huh_placeholder_5,general,Audio,True
huh_placeholder_6,general,Audio,True
huh_question,general,RobotVocalGesture,True
human_group,general,Icon,True
inventor_owl_icon,general,Icon,True
joe,general,Icon,True
joke_of_the_day,general,Icon,True
karu,general,Icon,True
karu_triangle_icon,general,Icon,True
karu_zargo_percussion_icon,general,Icon,True
knox,general,Icon,True
kumana,general,Icon,True
laugh,general,RobotVocalGesture,True
laugh_belly,general,RobotVocalGesture,True
laugh_big,general,RobotVocalGesture,True
laugh_chuckle,general,RobotVocalGesture,True
laugh_evil,general,RobotVocalGesture,True
laugh_giggle,general,RobotVocalGesture,True
laugh_mischief,general,RobotVocalGesture,True
laugh_nervous,general,RobotVocalGesture,True
laugh_short,general,RobotVocalGesture,True
laugh_small_2,general,Audio,True
laugh_small_3,general,Audio,True
laugh_small_4,general,Audio,True
laugh_small_sustained_1,general,Audio,True
laugh_small_twohit_2,general,Audio,True
laugh_small_twohit_3,general,Audio,True
laugh_sustained_1,general,Audio,True
laugh_twohit_3,general,Audio,True
lb,general,Icon,True
lb_conductor_icon,general,Icon,True
light_bulb,general,Icon,True
liz,general,Icon,True
medical,general,Icon,True
megananospark,general,Icon,True
megananospark_plain,general,Icon,True
mmm_agree,general,RobotVocalGesture,True
mmm_long,general,RobotVocalGesture,True
moving,general,Icon,True
moxie,general,Icon,True
moxie_confused,general,Icon,True
moxie_mu_story_kindness_ending_v2,general,Audio,True
moxie_mu_story_kindness_theme_loop_v2,general,Audio,True
moxiedancemoves-cruncherlong120bpm,general,Audio,True
moxiedancemoves-crunchermedium120bpm,general,Audio,True
moxiedancemoves-crunchershort120bpm,general,Audio,True
moxiedancemoves-farfellong130bpm,general,Audio,True
moxiedancemoves-farfelmedium130bpm,general,Audio,True
moxiedancemoves-farfelshort130bpm,general,Audio,True
moxiedancemoves-karulong135bmp,general,Audio,True
moxiedancemoves-karumedium135bpm,general,Audio,True
moxiedancemoves-karushort135bpm,general,Audio,True
moxiedancemoves-zaygolong140,general,Audio,True
moxiedancemoves-zaygomedium140bpm,general,Audio,True
moxiedancemoves-zaygoshort140bpm,general,Audio,True
moxiedancemovesprofessorlong4-4120bpm,general,Audio,True
musreadstart_stinger_1,general,Audio,True
musreflectionsstart_stinger_1,general,Audio,True
musstn_caprice_stinger01_1,general,Audio,True
musstn_theprofessor_stinger-b_v1,general,Audio,True
musxotdstart_stinger_1,general,Audio,True
nervous_bee,general,Icon,True
neutral_cloud_icon,general,Icon,True
nnn_disagree,general,RobotVocalGesture,True
o_show_icon,general,Icon,True
oh_eureka,general,RobotVocalGesture,True
oh_negative,general,RobotVocalGesture,True
oh_placeholder,general,RobotVocalGesture,True
oh_positive_2,general,Audio,True
oh_positive_5,general,Audio,True
oh_positive_8,general,Audio,True
ooo_short,general,RobotVocalGesture,True
ooo_sustained_1,general,Audio,True
ooo_sustained_3,general,Audio,True
ooo_wonder_long,general,RobotVocalGesture,True
ooo_wonder_short,general,RobotVocalGesture,True
oww_big,general,RobotVocalGesture,True
paolo_icon,general,Icon,True
personality_quiz,general,Icon,True
professor,general,Icon,True
professor_metronome_icon,general,Icon,True
project_moxie_patch,general,Icon,True
rain_icon,general,Icon,True
raspberry,general,RobotVocalGesture,True
raspberry_2,general,Audio,True
raspberry_long,general,RobotVocalGesture,True
reading_icon,general,Icon,True
recipe,general,Icon,True
robot_group,general,Icon,True
ron,general,Icon,True
s_show_icon,general,Icon,True
sad_bunny,general,Icon,True
sad_rain_icon,general,Icon,True
sad_sloth,general,Icon,True
sc_ahh_long_01,general,Audio,True
sc_ahh_negative_02,general,Audio,True
sc_ahh_negative_03,general,Audio,True
sc_ahh_negative_04,general,Audio,True
sc_ahh_negative_05,general,Audio,True
sc_ahh_negative_06,general,Audio,True
sc_ahh_positive_03,general,Audio,True
sc_ahh_positive_05,general,Audio,True
sc_ahh_positive_06,general,Audio,True
sc_ahha_01,general,Audio,True
sc_ahha_02,general,Audio,True
sc_argh_02,general,Audio,True
sc_argh_03,general,Audio,True
sc_breathein_01,general,Audio,True
sc_breathein_02,general,Audio,True
sc_breathein_03,general,Audio,True
sc_breathein_sharp_01,general,Audio,True
sc_breathein_sharp_02,general,Audio,True
sc_breathein_sharp_03,general,Audio,True
sc_breathein_sharp_04,general,Audio,True
sc_clearthroat_01,general,Audio,True
sc_cough_04,general,Audio,True
sc_gasp_long_01,general,Audio,True
sc_gasp_long_02,general,Audio,True
sc_gasp_long_03,general,Audio,True
sc_gasp_short_01,general,Audio,True
sc_haha_sarcastic_02,general,Audio,True
sc_haha_sarcastic_03,general,Audio,True
sc_haha_sarcastic_04,general,Audio,True
sc_hmm_question_01,general,Audio,True
sc_hmm_thinking_02,general,Audio,True
sc_hmm_yes,general,Audio,True
sc_huh_confused_01,general,Audio,True
sc_huh_confused_04,general,Audio,True
sc_huh_confused_05,general,Audio,True
sc_huh_placeholder_01,general,Audio,True
sc_huh_placeholder_02,general,Audio,True
sc_huh_placeholder_05,general,Audio,True
sc_huh_question_01,general,Audio,True
sc_huh_question_02,general,Audio,True
sc_huh_question_03,general,Audio,True
sc_huh_question_04,general,Audio,True
sc_huh_question_05,general,Audio,True
sc_huh_question_06,general,Audio,True
sc_laugh,general,Audio,True
sc_laugh_chuckle_05,general,Audio,True
sc_laugh_evil_02,general,Audio,True
sc_laugh_evil_04,general,Audio,True
sc_laugh_giggle_01,general,Audio,True
sc_laugh_mischief_01,general,Audio,True
sc_laugh_mischief_05,general,Audio,True
sc_laugh_nervous_01,general,Audio,True
sc_laugh_nervous_02,general,Audio,True
sc_laugh_nervous_04,general,Audio,True
sc_laugh_nervous_07,general,Audio,True
sc_mmm_agree,general,Audio,True
sc_mmm_long_02,general,Audio,True
sc_mmm_long_04,general,Audio,True
sc_nnn_disagree_02,general,Audio,True
sc_oh_negative_01,general,Audio,True
sc_oh_positive_01,general,Audio,True
sc_ooo_short_03,general,Audio,True
sc_ooo_short_05,general,Audio,True
sc_ooo_short_06,general,Audio,True
sc_oww_big_02,general,Audio,True
sc_oww_big_03,general,Audio,True
sc_oww_small_06,general,Audio,True
sc_raspberry_01,general,Audio,True
sc_raspberry_02,general,Audio,True
sc_raspberry_05,general,Audio,True
sc_raspberry_10,general,Audio,True
sc_raspberry_long_07,general,Audio,True
sc_shiver_01,general,Audio,True
sc_sigh_happy_01,general,Audio,True
sc_sigh_happy_02,general,Audio,True
sc_sigh_happy_03,general,Audio,True
sc_sigh_happy_04,general,Audio,True
sc_sigh_relief_01,general,Audio,True
sc_sigh_relief_03,general,Audio,True
sc_sigh_relief_04,general,Audio,True
sc_sigh_sad_01,general,Audio,True
sc_sigh_sad_02,general,Audio,True
sc_sigh_sad_03,general,Audio,True
sc_sigh_sad_04,general,Audio,True
sc_sigh_sad_05,general,Audio,True
sc_sniff_02,general,Audio,True
sc_sniff_05,general,Audio,True
sc_snore_heavy_01,general,Audio,True
sc_snore_light_06,general,Audio,True
sc_snort_01,general,Audio,True
sc_snort_02,general,Audio,True
sc_snort_03,general,Audio,True
sc_snort_04,general,Audio,True
sc_suckthruteeth_01,general,Audio,True
sc_suckthruteeth_05,general,Audio,True
sc_suckthruteeth_08,general,Audio,True
sc_suckthruteeth_09,general,Audio,True
sc_suckthruteeth_12,general,Audio,True
sc_tut_10,general,Audio,True
sc_tut_11,general,Audio,True
sc_tut_12,general,Audio,True
sc_tut_13,general,Audio,True
sc_tut_14,general,Audio,True
sc_tuttut_03,general,Audio,True
sc_tuttut_05,general,Audio,True
sc_tuttut_07,general,Audio,True
sc_tuttut_08,general,Audio,True
sc_ugh_01,general,Audio,True
sc_ugh_02,general,Audio,True
sc_ugh_03,general,Audio,True
sc_ugh_04,general,Audio,True
sc_ugh_05,general,Audio,True
sc_uhh_long_01,general,Audio,True
sc_uhh_urgent_05,general,Audio,True
sc_uhhuh_02,general,Audio,True
sc_uhuhuhh_06,general,Audio,True
sc_umm_long_01,general,Audio,True
sc_umm_short_01,general,Audio,True
sc_umm_short_03,general,Audio,True
sc_umm_short_04,general,Audio,True
sc_umm_short_05,general,Audio,True
sc_umm_short_07,general,Audio,True
sc_ummhmm_01,general,Audio,True
sc_ummhmm_03,general,Audio,True
sc_ummhmm_04,general,Audio,True
sc_woohoo_02,general,Audio,True
sc_woohoo_04,general,Audio,True
sc_woohoo_05,general,Audio,True
sc_woohoo_07,general,Audio,True
sc_woohoo_sarcastic_02,general,Audio,True
sc_woohoo_sarcastic_04,general,Audio,True
sc_woohoo_sarcastic_05,general,Audio,True
sc_woohoo_sarcastic_06,general,Audio,True
sc_yawn_01,general,Audio,True
sc_yawn_02,general,Audio,True
sc_yawn_03,general,Audio,True
sc_yawn_04,general,Audio,True
sc_yawn_05,general,Audio,True
sc_yawn_big_03,general,Audio,True
sc_yawn_big_05,general,Audio,True
sc_yawn_big_06,general,Audio,True
sc_yay_positive_02,general,Audio,True
sc_yay_sarcastic_04,general,Audio,True
sc_yeah_agree_01,general,Audio,True
sc_yeah_agree_02,general,Audio,True
sc_yeah_agree_03,general,Audio,True
sc_yeah_agree_04,general,Audio,True
sc_yeah_agree_07,general,Audio,True
sc_yeah_excited_01,general,Audio,True
sc_yeah_excited_02,general,Audio,True
sc_yeah_excited_03,general,Audio,True
sc_yeah_question_02,general,Audio,True
sc_yeah_question_03,general,Audio,True
sc_yeah_question_04,general,Audio,True
sc_yeah_question_05,general,Audio,True
sc_yeah_resigned_01,general,Audio,True
sc_yeah_resigned_02,general,Audio,True
sc_yeah_resigned_03,general,Audio,True
sc_yeah_resigned_04,general,Audio,True
sc_yeah_resigned_05,general,Audio,True
sc_yeah_resigned_06,general,Audio,True
school,general,Icon,True
screw,general,Icon,True
sfx_bubble_in_1,general,Audio,True
sfx_bubble_in_3,general,Audio,True
sfx_confirmation_1,general,Audio,True
sfx_drum_snare_1,general,Audio,True
sfx_flubbed_command_1,general,Audio,True
sfx_grl_icon_appear_1,general,Audio,True
sfx_grl_icon_disappear_1,general,Audio,True
sfx_grl_out,general,Audio,True
sfxgbl_emotesurprise02,general,Audio,True
sfxgbl_rez_in_entry_01,general,Audio,True
sfxgbl_rez_out_departure_01,general,Audio,True
sfxgbl_transitionlobby01,general,Audio,True
sfxgbl_transitionlobby02,general,Audio,True
sfxmm_complete02,general,Audio,True
sfxmm_emblementer01,general,Audio,True
sfxmm_emblemreveal_emblemexit01,general,Audio,True
sfxmm_emblemrevealmission01,general,Audio,True
sfxmm_incoming02,general,Audio,True
sfxsys_blacklisthit_01,general,Audio,True
sfxvg_ah_al_1,general,Audio,True
sfxvg_ah_al_2,general,Audio,True
sfxvg_ah_discover_2,general,Audio,True
sfxvg_ah_discover_4,general,Audio,True
sfxvg_ah_discover_5,general,Audio,True
sfxvg_ah_discover_6,general,Audio,True
sfxvg_ah_discover_8,general,Audio,True
sfxvg_ah_discover_sustained_1,general,Audio,True
sfxvg_ah_discover_sustained_2,general,Audio,True
sfxvg_ah_negative_3,general,Audio,True
sfxvg_ah_negative_4,general,Audio,True
sfxvg_ah_negative_6,general,Audio,True
sfxvg_ah_negative_7,general,Audio,True
sfxvg_ah_positive_sustained_1,general,Audio,True
sfxvg_ah_positive_sustained_2,general,Audio,True
sfxvg_ah_postive_1,general,Audio,True
sfxvg_ah_postive_2,general,Audio,True
sfxvg_ah_postive_3,general,Audio,True
sfxvg_ah_postive_4,general,Audio,True
sfxvg_ah_postive_5,general,Audio,True
sfxvg_ah_unsure_1,general,Audio,True
sfxvg_ah_unsure_2,general,Audio,True
sfxvg_ah_unsure_3,general,Audio,True
sfxvg_ah_unsure_4,general,Audio,True
sfxvg_ah_unsure_5,general,Audio,True
sfxvg_ah_unsure_6,general,Audio,True
sfxvg_ah_unsure_7,general,Audio,True
sfxvg_ah_unsure_8,general,Audio,True
sfxvg_ahha_energetic_1,general,Audio,True
sfxvg_ahha_energetic_sustained_3,general,Audio,True
sfxvg_ahha_subdued_1,general,Audio,True
sfxvg_ahha_subdued_2,general,Audio,True
sfxvg_ahha_subdued_sustained_1,general,Audio,True
sfxvg_ahha_subdued_sustained_2,general,Audio,True
sfxvg_argh_energetic_2,general,Audio,True
sfxvg_argh_subdued_1,general,Audio,True
sfxvg_argh_subdued_2,general,Audio,True
sfxvg_breathein_fourcount_full01,general,Audio,True
sfxvg_breathein_fourcount_full02,general,Audio,True
sfxvg_breathein_onecount01,general,Audio,True
sfxvg_breatheout_fourcount01,general,Audio,True
sfxvg_breatheout_fourcount02,general,Audio,True
sfxvg_clearthroat_twohit_1,general,Audio,True
sfxvg_clearthroat_twohit_3,general,Audio,True
sfxvg_clearthroat_twohit_6,general,Audio,True
sfxvg_clearthroat_twohit_7,general,Audio,True
sfxvg_cough_3,general,Audio,True
sfxvg_cough_4,general,Audio,True
sfxvg_cough_5,general,Audio,True
sfxvg_cough_polite_3,general,Audio,True
sfxvg_cough_polite_4,general,Audio,True
sfxvg_cough_polite_6,general,Audio,True
sfxvg_cough_polite_7,general,Audio,True
sfxvg_cough_polite_threehit_2,general,Audio,True
sfxvg_cough_polite_threehit_4,general,Audio,True
sfxvg_cough_polite_threehit_5,general,Audio,True
sfxvg_cough_polite_twohit_2,general,Audio,True
sfxvg_cough_polite_twohit_4,general,Audio,True
sfxvg_eh_smooth_1,general,Audio,True
sfxvg_eh_smooth_sustained_2,general,Audio,True
sfxvg_eh_smooth_sustained_3,general,Audio,True
sfxvg_eh_smooth_sustained_5,general,Audio,True
sfxvg_eh_smooth_sustained_6,general,Audio,True
sfxvg_eh_smooth_sustained_7,general,Audio,True
sfxvg_gasp_sustained_4,general,Audio,True
sfxvg_gasp_sustained_6,general,Audio,True
sfxvg_gasp_sustained_8,general,Audio,True
sfxvg_grunt_intransit_5,general,Audio,True
sfxvg_grunt_intransit_6,general,Audio,True
sfxvg_grunt_intransit_7,general,Audio,True
sfxvg_grunt_intransit_8,general,Audio,True
sfxvg_grunt_intransit_sustained_1,general,Audio,True
sfxvg_grunt_intransit_sustained_22,general,Audio,True
sfxvg_grunt_intransit_twohit_1,general,Audio,True
sfxvg_grunt_intransit_twohit_2,general,Audio,True
sfxvg_grunt_intransit_twohit_3,general,Audio,True
sfxvg_grunt_intransit_twohit_4,general,Audio,True
sfxvg_grunt_pickup_1,general,Audio,True
sfxvg_grunt_pickup_2,general,Audio,True
sfxvg_grunt_pickup_3,general,Audio,True
sfxvg_grunt_pickup_4,general,Audio,True
sfxvg_grunt_pickup_twohit_1,general,Audio,True
sfxvg_grunt_pickup_twohit_10,general,Audio,True
sfxvg_grunt_pickup_twohit_4,general,Audio,True
sfxvg_grunt_pickup_twohit_5,general,Audio,True
sfxvg_grunt_pickup_twohit_6,general,Audio,True
sfxvg_grunt_pickup_twohit_9,general,Audio,True
sfxvg_grunt_putdown_6,general,Audio,True
sfxvg_grunt_putdown_7,general,Audio,True
sfxvg_grunt_putdown_8,general,Audio,True
sfxvg_grunt_putdown_9,general,Audio,True
sfxvg_grunt_putdown_twohit_10,general,Audio,True
sfxvg_grunt_putdown_twohit_11,general,Audio,True
sfxvg_grunt_putdown_twohit_6,general,Audio,True
sfxvg_grunt_putdown_twohit_7,general,Audio,True
sfxvg_grunt_putdown_twohit_9,general,Audio,True
sfxvg_gulp_1,general,Audio,True
sfxvg_gulp_2,general,Audio,True
sfxvg_gulp_4,general,Audio,True
sfxvg_gulp_5,general,Audio,True
sfxvg_gulp_6,general,Audio,True
sfxvg_haabreatheout_02count_01,general,Audio,True
sfxvg_haabreatheout_04count_01,general,Audio,True
sfxvg_haabreatheout_04count_02,general,Audio,True
sfxvg_hah_2,general,Audio,True
sfxvg_hah_3,general,Audio,True
sfxvg_hah_4,general,Audio,True
sfxvg_hah_5,general,Audio,True
sfxvg_hmm_comforted_sustained_2,general,Audio,True
sfxvg_hmm_comforted_sustained_3,general,Audio,True
sfxvg_hmm_comforted_sustained_4,general,Audio,True
sfxvg_hmm_comforted_sustained_6,general,Audio,True
sfxvg_hmm_confused_1,general,Audio,True
sfxvg_hmm_confused_2,general,Audio,True
sfxvg_hmm_confused_3,general,Audio,True
sfxvg_hmm_confused_4,general,Audio,True
sfxvg_hmm_confused_sustained_2,general,Audio,True
sfxvg_hmm_confused_sustained_8,general,Audio,True
sfxvg_hmm_confused_sustained_9,general,Audio,True
sfxvg_hmm_thinking_3,general,Audio,True
sfxvg_hmm_thinking_4,general,Audio,True
sfxvg_hmm_thinking_sustained_1,general,Audio,True
sfxvg_huh_confused_1,general,Audio,True
sfxvg_huh_confused_2,general,Audio,True
sfxvg_huh_placeholder_10,general,Audio,True
sfxvg_huh_placeholder_2,general,Audio,True
sfxvg_huh_placeholder_7,general,Audio,True
sfxvg_huh_placeholder_8,general,Audio,True
sfxvg_huh_placeholder_9,general,Audio,True
sfxvg_huh_question_1,general,Audio,True
sfxvg_huh_question_4,general,Audio,True
sfxvg_huh_question_5,general,Audio,True
sfxvg_huh_question_8,general,Audio,True
sfxvg_humbreatheout_02count_01,general,Audio,True
sfxvg_humbreatheout_04count_01,general,Audio,True
sfxvg_humbreatheout_06count_01,general,Audio,True
sfxvg_humbreatheout_06count_02,general,Audio,True
sfxvg_laugh_1,general,Audio,True
sfxvg_laugh_3,general,Audio,True
sfxvg_laugh_4,general,Audio,True
sfxvg_laugh_belly_1,general,Audio,True
sfxvg_laugh_belly_2,general,Audio,True
sfxvg_laugh_belly_3,general,Audio,True
sfxvg_laugh_belly_4,general,Audio,True
sfxvg_laugh_big_1,general,Audio,True
sfxvg_laugh_big_2,general,Audio,True
sfxvg_laugh_big_3,general,Audio,True
sfxvg_laugh_big_twohit_2,general,Audio,True
sfxvg_laugh_chuckle_1,general,Audio,True
sfxvg_laugh_mischief_2,general,Audio,True
sfxvg_laugh_mischief_3,general,Audio,True
sfxvg_laugh_mischief_4,general,Audio,True
sfxvg_laugh_mischief_twohit_2,general,Audio,True
sfxvg_laugh_mischief_twohit_4,general,Audio,True
sfxvg_laugh_nervous_5,general,Audio,True
